Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Multicenter Double-blind Placebo-controlled Parallel-group Randomized Clinical Trial of Efficacy and Safety of Rengalin in the Treatment of Cough in Patients With Chronic Obstructive Pulmonary Disease,"",The purpose of this study is to obtain additional data on efficacy and safety of Rengalin in the treatment of cough in patients with stable obstructive pulmonary disease,2017,,,,,,NCT03159091,https://clinicaltrials.gov/study/NCT03159091,984,#32547,,"",""
Multicenter Double-blind Placebo-controlled Parallel Group Randomized Clinical Trial of Efficacy and Safety of Anaferon for Children Liquid Dosage Form in the Treatment of Acute Upper Respiratory Infections,"",Purpose of the study:- To assess efficacy of Anaferon for children liquid dosage form in the treatment of acute upper respiratory tract infections.- To assess safety of Anaferon for children liquid dosage form in the treatment of acute upper respiratory tract infections.,2017,,,,,,NCT03162458,https://clinicaltrials.gov/study/NCT03162458,1158,#32548,,"",""
"A Multicenter, Double-Blind, Randomized, Comparative Study of the Safety, Tolerability, Efficacy, and Pharmacokinetics of CF-301 vs. Placebo in Addition to Standard-of-Care Antibacterial Therapy for the Treatment of Adult Patients With Staphylococcus Aure","","The purpose of this study is to evaluate the safety, tolerability, efficacy and pharmacokinetics (PK) of CF-301 in addition to background standard of care (SOC) antibacterial therapy for the treatment of Staphylococcus aureus (S. aureus) bloodstream infections (bacteremia), including endocarditis in adults. Patients will be randomized to receive a single intravenous dose of CF-301 or placebo in addition to SOC antibacterial therapy. Patients will be prescribed standard of care antibiotics selected by the investigators based on their professional experience, practice guidelines and local antibiotic susceptibility information for the treatment of S. aureus bacteremia.",2017,,,,,,NCT03163446,https://clinicaltrials.gov/study/NCT03163446,623,#32549,,"",""
The Effects of Different Medical Marijuana Strains on Motor and Cognitive Function in People With Multiple Sclerosis,"","Brief Summary Over the last two years, the United States has witnessed enormous change concerning the acceptance of marijuana. The number of persons with MS (PwMS) using cannabis to treat their symptoms is expected to rise, and it is important to provide clinicians and PwMS with evidence based information on the safety and effectiveness of marijuana. In addition, scientists need to identify the effects of medical marijuana as the compound action of different cannabinoids, specifically tetrahydrocannabinol (THC) and cannabidiol (CBD). The ratio of CBD to THC may have an important impact on the effects of the marijuana, which in turn may have important implications for the medical benefits. The overarching goal of this study is to advance a better understanding of the potential positive and negative effects associated with different strains of marijuana, using an interventional design. The investigators will examine three strains that differ markedly on THC potency (A. THC \<1%, CBD \> 10%; B. THC \>10%, CBD \< 1%; C. THC 510%, CBD 510%) to determine whether the level of THC is associated with differences in motor and cognitive functions in PwMS. One hundred PwMS will be recruited for this project and followed for 3 months following designation to one of three strains of marijuana with different ratios of CBD to THC or a placebo marijuana (THC 0%, CBD 0%). It is hypothesized that the strains with a high CBD to THC ratios will demonstrate the most benefits on measures of motor and cognitive function. Detailed Description Prospective participants will be recruited from the Integrative Neurophysiology Laboratory's (INPL) participant database, the clinical practice of Dr. William Shaffer, Banner Health, Greeley Colorado, through advertisements in the Colorado and Wyoming Chapter of the National MS Society newsletters, and via the Rocky Mountain MS Newsletter. All experimental procedures will be performed in the INPL (Director: Thorsten Rudroff, PhD, FACSM). Interested individuals will perform an initial screening via an online questionnaire, hosted by Qualtrics, which has a contract with the College of Health and Human Sciences. Contact information for the prospective participants will be accessible only to the research staff according to HIPAA regulations. After completion of the online screening form, INPL personnel will contact eligible participants via phone and establish 100 total participants. After participants have been identified, INPL staff will schedule the participants' first visit. Eligibility requirements for this study are: medically diagnosed with MS, 21-74 years of age, and moderate disability (Patient Determined Disease Steps score 2-6). The investigators will recruit people with MS who are planning to use medical marijuana for the first time for the treatment of their symptoms. All participants must have a medical (red) card for medical marijuana use to treat their MS symptoms (such as neuropathic pain and spasticity), or currently be in the process of applying for a red card and be able to provide the prescription from their doctor. Marijuana and placebo cigarettes will be ordered from the NIDA (National Institute on Drug Abuse) Drug Supply Program and stored at a designated room in the Department of Health and Exercise Science (HES) at Colorado State University (CSU). The experimental protocol for this study consists of one testing session that will be performed four times: Once before the assignment of marijuana product and then once a month during this 3 month longitudinal study. All experiments will be conducted by research personnel (outcome assessors) who are blinded to product assignment. Prior to each session the clinical trial administrator (CTA) will perform an urine analysis assessment for Δ9-tetrahydrocannabinol (THC) to confirm compliance. Upon arrival to the Integrative Neurophysiology Lab (INPL) at CSU the investigators will explain the protocol procedures and receive signed informed consent from the participants. All eligible participants will be randomized to a coded treatment group by the CTA. After the urine analysis assessment, they will be given one of the four coded cannabis products. All participants will be asked to smoke one single 1- gram marijuana or placebo cigarette per day (Hart et al. 2010). Because these are newly marijuana users, they will be informed about the practical and legal limitations, including barriers to travelling with the medication. Participants will be asked to return to the lab biweekly for their next set of dosages of coded intervention, as coded and dispensed by the CTA. By providing the participants with additional intervention doses intervention compliance can be determined at the biweekly visits by the CTA. Participants will also be given a log to track their cannabis product use. It is expected that the testing session (once / month) will last between 2-3 hours. MONTHLY ASSESSMENTS: 1. Blood draw with sodium heparin at the beginning of the session. 2. Questionnaires: Participants will complete several questionnaires: Fatigue Severity Scale (FSS), Beck's Depression Inventory (BDI), the MS Quality of Life (MSQOL)-54 Instrument, and the MOS Pain Effects Scale (PES). 3. The next task will be a Dual Task (walking task and cognitive task) (Etemadi, 2016). Subjects will continuously walk for 60 seconds at a preferred speed along a 10 m walk way. The walking velocity will be calculated. During the walking task the participants will be required to make mathematical subtractions of 7 from random numbers between 200 to100. Responses will be recorded using a voice recorder. The score will be calculated as: correct response rate (CRR) = response rate per second × % of correct responses. The CRR had acceptable reliability (ICC = 0.61-0.75) in patients with multiple sclerosis (Ghanavati et al. 2014). 4. Participants will perform the MS Functional Composite (MSFC) which consists of a 25 foot walk test (25FWT), the 9 hole peg test (9HPT), and the Paced Auditory Serial Addition Test (PASAT). For the 25FWT participants will be asked to walk 25 feet as quickly, but as safely as possible. This will be performed in an isolated hallway with the length clearly marked. Participants will begin after a short count down and the time it takes to walk 25 feet will be measured with a handheld stop watch. Two trials of the 25FWT will be performed and INPL staff will walk alongside the participants to minimize the risk of falling. Next, the 9HPT will be performed. Participants will begin with their dominant hand and quickly move 9 cylindrical plastic pegs from a concave dish into 9 holes. Pegs will be placed in the holes 1 at a time and once all pegs are in a hole the participants will remove the pegs and return them to the dish. Each hand will be tested twice and the time of completion will be recorded with a handheld stop watch. The PASAT will be performed after the 9HPT to test cognitive function. This test consists of the playback of a series of pre-recorded numbers spoken on a computer. The participants are asked to add the last two spoken numbers which occur every three seconds for a 3 minute period of time. The number of correct answers is recorded by the test moderator. 5. Next the Isometric Strength of the knee extensors, knee flexors, plantar flexors, and dorsi-flexors will be measured. The participants will perform the strength tests from a seated position with the knee and hip joints at 90 degrees flexion. When testing ankle strength, the ankle will be at 90 degrees. Once participants are in the proper position they will be attached to a linear force transducer. Participants will slowly increase the force of the muscle group being tested for 3 sec from 0 to maximum. They will be instructed to produce maximum force for 3 seconds and then relax. Each muscle group will be tested at minimum 3 times. Testing will end when either there is a decrease in force between the last 2 trials performed or the force produced is less than 5% of the previous trial. 6. Once a month the investigators will visit each participant at their home. Prior to the visit, the participant will inform the investigators about the timing of their smoking to ensure that the blood draw with sodium heparin will occur no later than 15 min after smoking to ensure measurable THC, THC metabolites, CBD and CBN (cannabinol) levels. Blood THC, CBD and CBN content, along with THC phase I metabolites 11-OH-THC (active 11-hydroxy-THC) and THC-COOH (inactive 11-nor-9- carboxy-THC) will be determined using liquid chromatography-mass spectrometry in the Department of Chemistry under the direction of Dr. Denef. These values will inform on the participant's blood cannabinoid profile and the relative contents of non-psychoactive CBD and CBN versus psychoactive THC and its metabolites. Importantly, at each home session, participants will be asked about adverse effects and allergies related to marijuana. PRE-POST ASSESSMENTS: A Dual-Energy X-Ray Absorptiometry scan will be performed to assess body composition before and during the last month of the 3-month intervention for a total of 2 scans. Furthermore, participants will be asked to wear an ActiGraph accelerometer for 7 days to measure physical activity before and during the last month of the intervention. During non-wear times, participants will be asked to write any activities performed in a log.",2017,,clinicaltrials.gov,,,,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT03172741&from=exporthttps://clinicaltrials.gov/study/NCT03172741,1941,#32550,,"",""
The Timing of Continuous Renal Replacement Therapy Initiation in Sepsis-associated Acute Kidney Injury in the Intensive Care Unit,"","Sepsis continues to be a major global cause of both mortality and morbidity. Furthermore, the development of acute kidney injury (AKI) in sepsis increases the risk of unfavorable outcomes. Besides source control, fluid resuscitation and the use of antibiotics, application of extracorporeal renal replacement therapies (RRT) is the predominant treatment for sepsis-associated AKI (SAKI). However, the timing of initiation of RRT remains controversial. It is reported that a correlation was observed between the concentrations of circulating inflammatory cytokines and mortality in patients with septic shock. Therefore, it is hypothesis that adequate removal of inflammatory mediators from the circulation may provide a potential therapy for this devastating condition. Indeed, data from meta-analyses, observational studies and randomized controlled trial (RCT) suggests that initiating RRT in critical ill patients (including patients with sepsis and non-sepsis) at early stage may be beneficial. But in some studies, initiating RRT at early stage do not shown to improve survival compared with initiating RRT at late stage. At present, large-scale prospective RCT about the timing for initiating RRT in SAKI was still lack.The decision when to start RRT is not merely academic but may impact on outcomes. Therefore, in our study, 460 patients with SAKI at KDIGO 2 from multicenter in China will be recruited. And then the patients will be divided into early group and delayed group randomly. In the early group, continuous RRT (CRRT) was started immediately after randomization. In the delay group, CRRT was initiated if at least one of the following criteria was met: KDIGO 3, severe hyperkalemia, pulmonary edema, blood urea nitrogen level higher than 112 mg per deciliter after randomization. Overall survival at day 90 will be observed in order to understand whether different CRRT strategy would affect the outcomes of SAKI. This clinical study will be a large-scale, multi center, prospective, randomized trial about SAKI. It will help clinician choose appropriate timing to initiate CRRT and improve outcomes of SAKI.",2017,,,,,,NCT03175328,https://clinicaltrials.gov/study/NCT03175328,1140,#32552,,"",""
The Effect of Yogurt in Cancer Patient With Moderate Gastrointestinal (GI) Symptoms,"",The goal of this clinical research study is to learn if probiotics found in yogurt can help to decrease gastrointestinal (GI) symptoms in cancer patients. Probiotics are live bacteria and yeast that help with many of our functions and may help digestive problems. Researchers also want to learn if the bacteria in your stool change as your symptoms change while eating yogurt.,2017,,,,,,NCT03177681,https://clinicaltrials.gov/study/NCT03177681,899,#32553,,"",""
Effectiveness of Rifaximin Combined With Thiopurine on Preventing Postoperative Endoscopic Recurrence in Crohn's Disease Patients With Risk Factor for Recurrence: A Multicenter Randomized Controlled Trial,"","Some studies have shown that rifaximin is effective in the management of Crohn's Disease. Meanwhile, its adverse effect is tolerable. But no study has been conducted to assess its effect on preventing postoperative recurrence. Thus, we conduct a randomised controlled study to assess the effect of rifaximin combined with thiopurine on preventing postoperative endoscopic recurrence in Crohn's disease, compared with thiopurine. The primary endpoint is the rate of endoscopic recurrence at 6 months.",2017,,,,,,NCT03185611,https://clinicaltrials.gov/study/NCT03185611,1059,#32554,,"",""
Effectiveness of Rifaximin on Preventing Postoperative Endoscopic Recurrence in Crohn's Disease Patients Without Risk Factor for Recurrence: A Multicenter Randomized Controlled Trial,"","Some studies have shown that rifaximin is effective in the management of Crohn's Disease. Meanwhile, its adverse effect is tolerable. But no study has been conducted to assess its effect on preventing postoperative recurrence. Thus, we conduct a randomised controlled study to assess the effect of rifaximin on preventing postoperative endoscopic recurrence in Crohn's disease. The primary endpoint is the rate of endoscopic recurrence at 6 months.",2017,,,,,,NCT03185624,https://clinicaltrials.gov/study/NCT03185624,1008,#32555,,"",""
"Antibiotic Resistance and Microbiome in Children Aged 6-59 Months in Nouna, Burkina Faso","","The use of antibiotics has saved millions of human lives, however consumption of antibiotics can select for antibiotic resistant organisms and may lead to changes in commensal microbiome. This study is designed to estimate the effect of antibiotic consumption on microbiome in a rural region of rural Burkina Faso. Changes in the intestinal and nasopharyngeal microbiome and resistome following a short course of antibiotics will be measured.",2017,,,,,,NCT03187834,https://clinicaltrials.gov/study/NCT03187834,578,#32556,,"",""
A Phase III Randomised Controlled Trial of Continuous Beta-lactam Infusion Compared With Intermittent Beta-lactam Dosing in Critically Ill Patients,"","The purpose of this study is to find out whether continuous infusion of beta-lactam antibiotics or intermittent infusion or beta-lactam antibiotics, offers more health advantages to patients or if there is no difference.The investigators will be looking to see whether patients receiving beta-lactams via one administration method or the other have a better chance of recovering from their illness. They will also be looking at long term outcomes such as quality-of-life and healthcare resource use.Sepsis is caused by toxic substances (toxins) from bacteria and other organism entering the bloodstream from a site of infection. In some people, the infection can progress to sepsis and septic shock where the functions of organs in the body are affected. Patients suffering from sepsis and septic shock are commonly managed in the intensive care unit (ICU) where they are prescribed antibiotics as standard therapy, as well as other therapies to support the functions of the body.Beta-lactam antibiotics are a group of antibiotics commonly used to treat infection in patients with sepsis and septic shock.Currently, beta-lactam antibiotics are most commonly given to patients be intermittent infusions, that is, given at regular intervals throughout 24 hours. New research suggests that giving beta-lactam antibiotics as a continuous infusion may mean that antibiotic concentrations in the blood remain more consistent and may be more effective at killing bacteria.However, the benefit to the patient by giving beta-lactams via continuous infusion has not been tested in a high-quality, large clinical trial.",2017,,,,,,NCT03213990,https://clinicaltrials.gov/study/NCT03213990,869,#32558,,"",""
"Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Multi-Center Study to Assess the Efficacy, Safety & Tolerability, and PK of INS1007 Administered Once Daily for 24 Weeks in Subjects With Non-CF Bronchiectasis - The Willow Study","",The purpose of the study is to evaluate if INS1007 can reduce pulmonary exacerbations over a 24-week treatment period in participants with non-cystic fibrosis bronchiectasis.,2017,,,,,,NCT03218917,https://clinicaltrials.gov/study/NCT03218917,1174,#32559,,"",""
Efficacy and Safety of Methylene Blue -Mediated Photodynamic Therapy for Diabetic Lower Limb Ulcer : a Randomized Controlled Study,"","The investigators designed this prospective, randomized control study to confirm the efficacy and safety of methylene blue - mediated photodynamic therapy for diabetic lower limb ulcer and to explore its mechanism.",2017,,,,,,NCT03222544,https://clinicaltrials.gov/study/NCT03222544,918,#32561,,"",""
Impact of Nursing Interventions on Adherence to Treatment With Anti-tuberculosis Drugs in Children and Adolescents,"","This study evaluates the efficacy of nursing interventions on adherence to antituberculosis medication in a paediatric cohort (aged 0-18 years) and identifies the risk factors for non-compliance.There are two phases in the study; Phase 1: retrospective descriptive analysis in children and young people receiving antituberculosis treatment (non-intervention group); and Phase 2: quasi-experimental, longitudinal, prospective study (intervention group). The results of the two phases will be compared.",2017,,,,,,NCT03230409,https://clinicaltrials.gov/study/NCT03230409,1118,#32562,,"",""
Perioperative Disodium Fosfomycin in the Prophylaxis of Urinary Tract Infection in Kidney Transplant Recipients. Controlled Clinical Trial (PERIFOS Trial),"","Brief Summary A clinical controlled, randomized and double blind trial that included adult patients (≥18 years) receiving kidney transplantation (KT) at the INCMNSZ. The intervention group will receive disodium fosfomycin 4 g intravenously in three moments: preoperative of transplant surgery, prior to removal of the urinary catheter and finally prior to removal of ureteral catheter. The control group will receive placebo in the same moments. Both groups will receive prophylaxis standard for urinary tract infection (UTI), with trimethoprim/sulfamethoxazole 160/800 mg per day. This prophylaxis will be administered once the estimated glomerular filtration rate is greater than 30 mL/min/1.73m2. The primary objective is to compare the average number of episodes of UTI´s and asymptomatic bacteriuria in both groups after 7 weeks of follow-up. The secondary objectives are to know the incidence of asymptomatic bacteriuria, the incidence of hospitalizations for IVU, the days of hospital stay, the pattern of bacterial resistance, the safety of disodium fosfomycin, and assessment of the function of the graft and rejection rate. Detailed Description In the context of development UTI in receptors of KT, some microbiological factors have raised great importance, mainly the antimicrobial drug resistance, which has been reported for TMP/SMX as high as 60 to 100%. Furthermore, it is also of increasing importance the recent isolation of multidrug-resistant bacteria, in particular ESBL-producing Escherichia coli and ampicillin-resistant Enterococcus. This phenomenon increases the rate of hospitalizations as well as the costs of hospital stay and antibiotic therapy. (1-3) In our institution, in receptors of KT the rate of TMP/SMX resistance is 89% and ESBL-production about 32% among E. coli recovered from urine. (4) Because of the increase in the rate of TMP-SMX resistance, there is a lot of interest to use other antibiotics for the prevention of UTI among different populations. In this sense, fosfomycin is an agent with a unique mechanism of action that does not share with other families of known antibiotics, this characteristic provides advantages to use this antibiotic alone or, even, synergistically in combination with other antibiotics. Fosfomycin (FOS) is a wall antibiotic (pyruvyl-transferase inhibitor) that has shown a good bioavailability, especially in the urinary tract. It has shown a wide antibacterial spectrum, but the important target seems to be enteric bacilli particularly Escherichia coli (the most prevalent cause of UTI). FOS has also shown a very good activity against E. coli producer of Extended Spectrum Betalactamases. Multiple clinical studies have shown FOS efficacy in the treatment of UTI's and especially in multiple-drug-resistant bacteria. (5) With regard to its use as a perioperative prophylaxis, in a systematic review with 8 trials, FOS proved to be effective to prevent health care-associated UTI's, however only one study showed no benefit. The oral dose regularly used is FOS 3 g, 3 hours before and 24 hours after the surgical procedure. (6) Our hypothesis is that in the seven weeks after kidney transplantation, perioperative prophylaxis with FOS will show greater efficacy in comparison with standard prophylaxis (TMP/SMX). Considering that the mean number of UTI and BA episodes per patient in the first seven weeks is 0.8 episodes / patient, if we want to decrease it to 0.4 episodes per patient, using the means comparison formula will require 40 patients per arm per treatment, this considering a power of 80% and confidence intervals of 95%. The primary outcome will be to compare the mean number of episodes of urinary tract infection and asymptomatic bacteriuria per patient in each treatment arm. Secondary outcomes refer to the development of UTI-associated sepsis, pyelonephritis, recurrent UTI and asymptomatic bacteriuria. Safety outcomes included hematological and gastrointestinal side effects, the acute rejection rate, glomerular filtration rate, graft loss and patient death. Patients eligible for a kidney transplant will be invited to participate in the study, prior to renal transplant surgery. They are given an informed consent, which is reviewed and approved by the ethics and research committees of our institution. The arms of the study are discussed in detail below. The study followed the Declaration of Helsinki recommendations and was approved by the Institutional Review Board (Ref: 1649). Randomization was conducted centrally by stratifying according to gender, with specific software (www.randomization.com). Patients were assigned to one of two parallel groups in a 1:1 ratio and in blocks of 4. Subjects will be followed up for 7 weeks from renal transplant surgery. The outcome variables are defined as follows: * Positive urine culture: The isolated germ will be defined depending on international standards. For enterobacteria and gram positive ≥100,000 colony-forming unit (CFU) / mL. * Urinary tract infection: Positive urine culture plus presence of associated signs or symptoms. * Significant Asymptomatic Bacteriuria: Will be identified from isolation ≥100,000 CFU/mL. In the case of women, the same insulation should be corroborated in a second urine culture sample. * Asymptomatic Bacteriuria not significant: It will be identified from isolation of ≥1000 CFU/mL and will not be given antibiotic treatment. * Hospitalization due to UTI: It will be defined as any UTI event that warrants hospitalization or that, having another reason for hospitalization, develop IVU that requires intravenous antimicrobial treatment. The urine cultures will be taken from the first urine in the morning, obtaining the sample of medium jet with an approximate volume to collect of 25 to 50 mL. Urine samples were processed within the first hour after obtention. The sample was inoculated in human blood agar and McConkey agar with a 1 microliter calibrated loop, and incubated at 35ºC, overnight. The report included the number of CFU. All clinical isolates were identified with the gram-negative and gram-positive identification cards by Vitek 2 (BioMérieux, Lyon, France) following the manufacturer´s instructions. AST-285 Vitek2 cards were used for gram-negative bacilli and the AST-591 Vitek2 card for gram-positive cocci (BioMérieux, Lyon, France); they were incubated and then interpreted by an expert in the system (version 7.01) and according to the Clinical \& Laboratory Standards Institute (CLSI) M100-S24 (2014) guideline (20). Susceptibility to fosfomycin was determined by disk diffusion on cation-supplemented Müeller Hinton agar plates (CLSI, M07-A9); a bacterial suspension was inoculated in 0.5 mL Mc Farland, and a fosfomycin disk (200 micrograms \[mcg\]) supplemented with glucose-6-phosphate was used (50 mcg). Interpretation of inhibition halos in E. coli and Enterococcus faecalis isolates was based on CLSI M100-S24 (2014) criteria. The following were used as controls: E. coli ATCC 25922, E. coli ATCC 35218, Staphylococcus aureus ATCC 29213 and S. aureus ATCC 43300. Antimicrobial sensitivity to fosfomycin was determined with the microdilution broth method in E. coli, Klebsiella pneumoniae and Enterococcus spp. isolates. Müeller Hinton broth supplemented with glucose-6-phosphate (25 mcg/ml) was used, E. coli ATCC 25922, S. aureus ATCC 29213 and Pseudomonas aeruginosa ATCC 27853 were included as controls and results were interpreted according to the CLSI (M07-A10) and European Committee on Antimicrobial Susceptibility Testing (EUCAST) 2015 criteria (20,21). Urine culture will be performed in the following situations: 1.- 48 hrs after the removal of the urinary catheter. 2.- Prior to removal of the ureteral catheter. 3.- At 4 weeks after renal transplantation. 4.- At 6 weeks after renal transplantation. 5.-In case of urinary storage symptoms suggestive of UTI or elevated creatinine (If the emergency department approach requires it). 6.- After antibiotic treatment of urinary tract infection or significant asymptomatic bacteriuria. In the case of women who have an episode of significant asymptomatic bacteriuria, this should be corroborated in two consecutive urine cultures. Subjects will have the following follow-up visits: before ureteral catheter removal (first visit), 4 weeks of renal transplantation (second visit), 6 weeks (third visit) and one final visit at week 7. Both follow-up visits and reports of urine cultures are recorded in the CRFs for each patient. In the follow-up consultations, adverse events will also be registered, if they are reported, are notified to the institutional committees and to the regulatory institutions of the health system of Mexico. An intermediate analysis will be carried out to determine both the effectiveness and safety of the interventions.",2017,,clinicaltrials.gov,,,,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT03235947&from=exporthttps://clinicaltrials.gov/study/NCT03235947,1940,#32563,,"",""
Effect of Vaxoral® (OM-85) on Frequency of Respiratory Tract Infections and Size of Adenoid Tissue in Preschool Children With Adenoid Hypertrophy,"","Clinical research question: Can OM-85 reduce the recurrence of respiratory tract infections (RTIs) in children with AH by stimulating the immunological response of the host and therefore, as a consequence reduce the size of adenoid tissue in children with adenoid hypertrophy? Can this prevent further complications such as surgery need? Half of participants will receive OM-85, while other half will receive a placebo.",2017,,,,,,NCT03243565,https://clinicaltrials.gov/study/NCT03243565,1030,#32565,,"",""
"A Phase - IIa - IIb, Open Label, Single Center Trial to Study the Safety, Tolerability and Efficacy of Memantine Teva® as Supportive Long-term Treatment in Symptomatic Sickle Cell Disease","","Brief Summary Symptomatic sickle cell disease (SCD) is worldwide the most frequent cause for hereditary hemolytic anemia with recurrent pain crises. Hemolysis, vaso- occlusive and pain crises are hallmarks of this disease and are causative for an important socio-economic burden worldwide, especially in Africa. Aside from allogenic stem cell transplantation, which is rarely available and very expensive, at present there is no curative treatment for patients with SCD. The current standard of care includes treatment with Hydroxyurea and symptomatic care such as transfusions, antibiotic/analgesic treatment. Recent findings allowed the investigators to come up with a novel pharmacological target for prophylactic treatment of this group of patients. The investigators showed that N-methyl D-aspartate receptors (NMDARs) are substantially up-regulated in circulating red blood cells (RBCs) of SCD patients. Ca2+ uptake via these non-selective cation channels has major impact on RBC hydration and facilitates polymerization of deoxygenated hemoglobin S variant in RBCs of patients. In vitro observations shows that inhibition of NMDARs with Memantine caused re-hydration and largely prevented hypoxia-induced sickling in RBCs. A pilot trial MemSID (NCT02615847) was conducted in August 2015-March 2017 at the Hematology Division of University Hospital Zurich. A small cohort of adult SCD patients was treated with 20 mg Memantine daily to test safety, tolerability and efficacy of this drug and to assess the effect of Memantine on hemolytic activity and RBC stability. Pilot data reveal safety and an impressive therapeutic potential of Memantine in treating SCD patients. Due to a small number of SCD patients in Switzerland, an extended trial including larger number of adult and adolescent patients will be performed at the Pediatric Hematology Unit of the Emek Medical Center in Afula, Israel Detailed Description Background and Rationale: Symptomatic sickle cell disease (SCD) is worldwide the most frequent cause for hereditary hemolytic anemia with recurrent pain crises. Hemolysis, vaso- occlusive and pain crises are hallmarks of this disease and are causative for an important socio-economic burden worldwide, especially in Africa. Aside from allogenic stem cell transplantation, which is rarely available and very expensive, at present there is no curative treatment for patients with SCD. The current standard of care includes treatment with Hydroxyurea and symptomatic care such as transfusions, antibiotic/analgesic treatment. Recent findings allowed the investigators to come up with a novel pharmacological target for prophylactic treatment of this group of patients. N-methyl D-aspartate receptors (NMDARs) are substantially up-regulated in circulating red blood cells (RBCs) of SCD patients. Ca2+ uptake via these non-selective cation channels has major impact on RBC hydration and facilitates polymerization of deoxygenated hemoglobin S variant in RBCs of patients. In vitro inhibition of NMDARs with Memantine caused re-hydration and largely prevented hypoxia-induced sickling in RBCs. A pilot trial MemSID (NCT02615847) was conducted in August 2015-March 2017 at the Hematology Division of University Hospital Zurich. A small cohort of adult SCD patients was treated with 20 mg Memantine daily to test safety, tolerability and efficacy of this drug and to assess the effect of Memantine on hemolytic activity and RBC stability. Pilot data reveal safety and an impressive therapeutic potential of Memantine in treating SCD patients. Due to a small number of SCD patients in Switzerland, an extended trial including larger number of adult and adolescent patients will be performed at the Pediatric Hematology Unit of the Emek Medical Center in Afula, Israel. Objective(s): Primary objective: To evaluate the safety, tolerability and efficacy of low doses of Memantine Teva® treatment in adult and adolescent patients with symptomatic SCD. Secondary objective: To asses and evaluate the long-term effects of Memantine Teva® on the clinical and laboratory parameters in adult and adolescent patients with symptomatic SCD. The following laboratory parameters will be assessed and evaluated: * Complete blood count. * Hemolytic activity (reticulocytes, indirect bilirubin and LDH). * Iron status (ferritin, serum iron, transferrin and transferrin saturation). * Fetal hemoglobin levels Additional parameters related to red cell volume, density, membrane stability, adherablilty, inflammatory markers and metabolic activity will be detected by the external laboratory (Red Cell Research Group, University of Zurich) Study design: It is a single center and open label study. Laboratory analysis including hematology, coagulation and chemistry test will be performed and urine samples will be also analyzed. In addition, at each visit a physical examination and measurement of vital signs will be performed. The number of total admissions, hospital days and emergency consultations will be recorded. The amount and type of analgesic medication given. The amount of RBC transfusions, the number of days that antibiotics were prescribed will be also recorded. At screening and at the end of the study SCD specific assessments will be performed, which include cardiologic examination (ECG, ECHO), abdominal sonography, ophthalmological examination, lung function testing and neuroangiologic examination. The impact on working ability assessed by the number of days with inability to work. For the impact on work ability and social life activities a questionnaire of quality of life will be filled out by the patient once a month. - Evaluation of Cognitive function will be also performed at screening and at the end of the study Study Product / Intervention: Memantine Teva® is a low-moderate affinity, uncompetitive, NMDAR antagonist and is licensed in Switzerland and in Israel for the treatment of Alzheimer disease. Memantine Teva® film-coated tablets (Memantine hydrochloride) is produced by Teva Pharma AG and will be provided as 5 mg, 10 mg, and 20 mg tablets packed in blister. The study drug will be taken once a day per os, during Number of Participants with Rationale: In this study 40 patients with SCD will be included. Twenty patients aged 18 years or older (cohort 1) and twenty patients 10 - 17 years old (cohort 2). Study Duration: The study lasts 15 month per patient.",2017,,clinicaltrials.gov,,,,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT03247218&from=exporthttps://clinicaltrials.gov/study/NCT03247218,1935,#32566,,"",""
"Assessment of the Use and Impact of a Molecular Identification Assay in the Diagnosis and Management of Bloodstream Infections at in Healthcare Settings in Princess Marina Hospital, Botswana","","A number of rapid panel-based molecular assays for direct organism identification and resistance characterization in positive blood culture bottles are now commercially available. They have been shown to improve accuracy and decrease the time-to-result, allowing targeted treatment in hospitalized patients with bacteraemia, in high-income countries (HICs). However, these molecular assays are add-on tests performed in addition to conventional testing, increasing the complexity of diagnostic algorithms and costs of patient care. Conventional organism identification includes performing a Gram stain, biochemical identification and phenotypic drug susceptibility testing. The FilmArray Blood Culture Identification (BioFire, USA) is an example of a rapid panel-based molecular assay that combines nesting and multiplexing of PCR (nested multiplex PCR) to detect multiple pathogens simultaneously. There are limited data on how such tests impact patient management, health care costs and how they can better be incorporated into diagnostic algorithms.The aim of this study is to assess the added value and acceptability of a multiplexed molecular diagnostic assay in the identification of pathogens in patients presenting with bacteremia at hospitals in LMICs, and to assess health care providers' satisfaction with the assay.",2017,,,,,,NCT03255759,https://clinicaltrials.gov/study/NCT03255759,554,#32567,,"",""
