Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Impact of Implementing an Outpatient Antimicrobial Stewardship Program on Urinary Tract Infection Management in a Private Hospital in Costa Rica.,"Rojas-Chinchilla, Carolina; Diaz-Madriz, Jose Pablo; Chaverri-Fernandez, Jose; Arguedas-Chacon, Sebastian; Araya-Mena, Ariana; Fernandez-Aguilar, Guillermo; Munoz-Gutierrez, Gabriel; Zavaleta-Monestel, Esteban","BACKGROUND: Antimicrobial stewardship programs (AMS) improve antibiotic use in both hospital and outpatient (OP) settings. While AMS initiatives in Latin America have focused mainly on inpatient care, OP-specific interventions remain limited. Hospital Clinica Biblica (HCB) had an AMS program for hospital settings but lacked structured OP activities., OBJECTIVES: To evaluate the implementation of an AMS-OP in a private hospital in Costa Rica, its impact on antibiotic prescribing patterns for urinary tract infections (UTIs), and its feasibility for broader application in the Latin American context., METHODS: A retrospective observational study with a pre- and post-intervention design was conducted. The analysis compared OP antibiotic prescribing for UTIs during the pre-AMS-OP period (July 2021-March 2022) and the post-AMS-OP period (July-December 2022). The AMS-OP was implemented from April to June 2022. Baseline compliance with CDC AMS-OP elements was assessed. A total of 269 OP UTI cases were analyzed, focusing on optimal antibiotic selection, physician adherence to clinical guidelines, and clinical outcomes, including recurrence and relapse., RESULTS: UTIs accounted for 163 (40.1%) of 407 OP antibiotic prescriptions. Pre-AMS-OP, 255 (62.7%) of the antibiotics prescribed belonged to the WHO Watch category. Post-AMS-OP, CDC compliance increased from 28.6% to 85.7%. Optimal antibiotic selection improved from 143 (53.8%) to 126 (95.2%) cases (p < 0.001). The optimal use of ciprofloxacin and levofloxacin improved by 31.3% (p = 0.028) and 60.0% (p = 0.027), respectively. Nitrofurantoin and fosfomycin use increased, while trimethoprim-sulfamethoxazole (TMP-SMX) and fluoroquinolones decreased. Physician adherence scores rose from 46.2 to 90.0. UTI recurrence decreased to 15 cases (11.9%, p = 0.005), and relapse rates fell to 3.1% (p = 0.07)., CONCLUSIONS: Implementing AMS-OP based on CDC elements significantly improved antibiotic selection, physician guideline adherence, and clinical outcomes for UTIs in the OP setting. This strategy appears feasible and beneficial for OP care in Latin America. Copyright © 2025, Rojas-Chinchilla et al.",2025,/,Cureus,17,10,e93646,,https://dx.doi.org/10.7759/cureus.93646,41181750,#9764,Rojas-Chinchilla 2025,"",Not RCT
Towards implementing an antibiotic stewardship programme (ASP) in Ecuador: evaluating antibiotic consumption and the impact of an ASP in a tertiary hospital according to World Health Organization (WHO) recommendations.,"Romo-Castillo, Hugo Fernando; Pazin-Filho, Antonio","OBJECTIVES: Ecuador is a lower-to-middle-income country not yet adherent to World Health Organization (WHO) antibiotic stewardship strategies, and data regarding basic metrics are still lacking., METHODS: We conducted a retrospective study of an antibiotic stewardship programme (ASP) consisting of restrictive measures on carbapenem dispensing pending required pre-authorisation and expert audit. We evaluated antibiotic consumption and its relationship to carbapenem resistance at a 610-bed, tertiary-level hospital in Quito, Ecuador. We used prescription data from 2010-2017 and converted them into defined daily doses (DDD). We then correlated these findings with the nature of service provided and antibiotic resistance data from the microbiology laboratory. We used descriptive statistics and interrupted time series (ITS) analysis., RESULTS: Throughout the study period, we analysed 16 984 355 prescriptions of 8 191 418.57 g of antibiotics (5 760 479.37 DDD). The in-hospital mean antibiotic prescription rate was 148.8 +/- 14.8 DDD/100 occupied bed-days and 293.5 +/- 65.3 DDD/100 occupied bed-days in the ICU. First-, second- and third-line antibiotic consumption was 38%, 52% and 10%, respectively. Our hospital data showed a high rate of antibiotic prescription in all hospital areas, mainly broad-spectrum antibiotics. Regarding the ASP introduced in 2016, ITS analysis showed a change in the outcome level immediately following the introduction for imipenem [-3.97; 95% confidence interval (CI) -5.31 to -2.61] but not for meropenem (0.66; 95% CI -0.37 to 1.71)., CONCLUSION: Although our institution's ASP was successful in reducing imipenem consumption, a more embracing plan is required for further interventions to avoid unexpected effects. Copyright © 2021 The Authors. Published by Elsevier Ltd.. All rights reserved.",2022,/,Journal of global antimicrobial resistance,29,101622459,462-467,,https://dx.doi.org/10.1016/j.jgar.2021.11.001,34788689,#9769,Romo-Castillo 2022,"",Not RCT
Behavioral Nudges to Encourage Appropriate Antimicrobial Use Among Health Professionals in Uganda.,"Ross, Allison; Meacham, Philip J; Waswa, J P; Joshi, Mohan P; Hafner, Tamara; Godby, Sarah; Johnson, Courtney; Londhe, Shilpa; Aibo, Dorothy; Kwikiriza, Grace; Kasujja, Hassan; Kiggundu, Reuben; Cho, Michelle; Kovar, Sarah; Kitutu, Freddy Eric","Background/Objectives: Antimicrobial resistance (AMR) is a global public health concern exacerbated by inappropriate antimicrobial prescribing practices, particularly in low-resource settings such as Uganda. The research aimed to develop a culturally sensitive behavioral intervention, leveraging a ""nudge"" strategy, to improve healthcare provider adherence to the 2016 Uganda Clinical Guidelines (UCG 2016) in five Ugandan hospitals. This intervention formed part of broader antimicrobial stewardship initiatives led by the United States Agency for International Development Medicines, Technologies, and Pharmaceutical Services Program. Methods: This study employed a mixed-methods approach, combining formative research and behavioral intervention. Guided by the Deloitte Behavioral Insights Framework, the research team conducted key informant interviews to identify prescribing barriers and motivators and developed three suitable behavioral interventions: perceived monitoring, ward leaderboards, and educational workshops. The study evaluated the interventions' impact through point prevalence surveys (PPS), using the World Health Organization PPS methodology at three stages: pre-intervention, immediate post-intervention, and one-month post-intervention. Results: Key behavioral themes across individual, social, environmental, and organizational elements informed the intervention design and implementation. The behavioral intervention package increased antimicrobial prescription compliance with the UCG 2016 from 27% at baseline to 50% immediately post-intervention, though these effects diminished at one-month post-intervention. Conclusions: Our study addresses an existing gap in behavioral nudges-based operational research on antimicrobial prescribing in low- and middle-income countries. These results showed an immediate improvement in adherence to the UCG 2016 among healthcare providers in Ugandan hospitals, though the effect was attenuated at one-month follow-up. Despite the attenuation, behavior change presents a feasible, cost-effective, and sustainable approach to improving antimicrobial prescribing practices and addressing AMR.",2024,/,"Antibiotics (Basel, Switzerland)",13,11,,,https://dx.doi.org/10.3390/antibiotics13111016,39596711,#9778,Ross 2024,"",Possible RCT
A multifaceted intervention to improve antimicrobial prescribing for upper respiratory tract infections in a small rural community.,"Rubin, Michael A; Bateman, Kim; Alder, Stephen; Donnelly, Sharon; Stoddard, Gregory J; Samore, Matthew H","BACKGROUND: Antibiotic prescribing for upper respiratory tract infections (URTIs) is widespread, is often inappropriate, and may contribute to antibiotic resistance among community-acquired pathogens, such as Streptococcus pneumoniae., METHODS: A multifaceted intervention involving health care professionals and patients was introduced to a small rural Utah community and included the repetitive use of printed diagnostic and treatment algorithms by professionals. Data on the quantity and class of antibiotic prescribing, which were collected from multiple sources, were measured for the intervention period (from January through June) in 2001 and compared with data for the baseline period during the same months in 2000., RESULTS: Medicaid claims data revealed that the percentage of patients in the community who received antibiotics for URTIs during the intervention period was 15.6% less than that for the baseline period, whereas the percentage in the rest of rural Utah was relatively stable, with a 1.5% decrease (P=.006). The greatest impact of the intervention was on prescribing for acute bronchitis (decreases of 56.1% and 1.7% in the community and rural Utah, respectively; P=.024) and on prescribing of macrolides (decreases of 13.4% and 0.2% in the community and rural Utah, respectively; P<.001). Community pharmacy data likewise revealed a 17.5% decrease in the rate of antibiotic prescribing during the intervention period (P<.001), with the largest decrease observed for macrolide prescribing (50.9%; P<.001). Chart review data, in contrast, revealed no significant decrease in the percentage of patients with URTI who were prescribed an antibiotic (3.8%; P=.49), although there was a significant decrease of 11.2% in macrolide use (P=.045)., CONCLUSIONS: A multifaceted intervention involving the repetitive use of printed algorithms resulted in modest improvements in antibiotic prescribing for outpatient URTIs, although one data source did not corroborate this. However, macrolide prescribing decreased sharply, irrespective of the source of data.",2005,/,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,40,4,546-53,,https://dx.doi.org/10.1086/427500,15712077,#9786,Rubin 2005,"",Possible RCT
Impact of an antimicrobial stewardship intervention in India: Evaluation of post-prescription review and feedback as a method of promoting optimal antimicrobial use in the intensive care units of a tertiary-care hospital.,"Rupali, Priscilla; Palanikumar, Prasannakumar; Shanthamurthy, Divyashree; Peter, John Victor; Kandasamy, Subramani; Zacchaeus, Naveena Gracelin Princy; Alexander, Hanna; Thangavelu, Premkumar; Karthik, Rajiv; Abraham, Ooriapadickal Cherian; Michael, Joy Sarojini; Paul, Hema; Veeraraghavan, Balaji; Chacko, Binila; Jeyaseelan, Visalakshi; Alangaden, George; Prentiss, Tyler; Zervos, Marcus J","OBJECTIVE: Antimicrobial stewardship programs (ASPs) are effective in developed countries. In this study, we assessed the effectiveness of an infectious disease (ID) physician-driven post-prescription review and feedback as an ASP strategy in India, a low middle-income country (LMIC)., DESIGN AND SETTING: This prospective cohort study was carried out for 18 months in 2 intensive care units of a tertiary-care hospital, consisting of 3 phases: baseline, intervention, and follow up. Each phase spanned 6 months., PARTICIPANTS: Patients aged >=15 years receiving 48 hours of study antibiotics were recruited for the study., METHODS: During the intervention phase, an ID physician reviewed the included cases and gave alternate recommendations if the antibiotic use was inappropriate. Acceptance of the recommendations was measured after 48 hours. The primary outcome of the study was days of therapy (DOT) per 1,000 study patient days (PD)., RESULTS: Overall, 401 patients were recruited in the baseline phase, 381 patients were recruited in the intervention phase, and 379 patients were recruited in the follow-up phase. Antimicrobial use decreased from 831.5 during the baseline phase to 717 DOT per 1,000 PD in the intervention phase (P < .0001). The effect was sustained in the follow-up phase (713.6 DOT per 1,000 PD). De-escalation according to culture susceptibility improved significantly in the intervention phase versus the baseline phase (42.7% vs 23.6%; P < .0001). Overall, 73.3% of antibiotic prescriptions were inappropriate. Recommendations by the ID team were accepted in 60.7% of the cases., CONCLUSION: The ID physician-driven implementation of an ASP was successful in reducing antibiotic utilization in an acute-care setting in India.",2019,/,Infection control and hospital epidemiology,40,5,512-519,,https://dx.doi.org/10.1017/ice.2019.29,31084674,#9795,Rupali 2019,"",Possible RCT
Effectiveness of a program to improve antibiotic use in children hospitalized in a children's tertiary care facility in Argentina.,"Ruvinsky, Silvina; Monaco, Andrea; Perez, Guadalupe; Taicz, Moira; Inda, Laura; Epelbaum, Carolina; Kijko, Ivana; Constanzo, Patricia; Bologna, Rosa","INTRODUCTION: Inadequate antibiotic use is associated with an increased emergence of resistant microorganisms, higher morbidity and mortality rates, and an impact on public health., OBJECTIVE: To assess the effectiveness of a program aimed at improving the use of antimicrobials in patients hospitalized at Hospital Garrahan., MATERIAL AND METHODS: Prospective, longitudinal, before and after study with no control group., STUDY PERIOD: From November 1st, 2010 to June 30th, 2011. Patients receiving parenteral antibiotics were included. Newborn infants, burned patients and those receiving prophylactic antibiotics were excluded. The periods before and after implementing discussion and monitoring workshops for antibiotic prescription and distributing treatment guidelines were compared. An univariate analysis and a multiple logistic regression study were performed (STATA 8.0)., RESULTS: In the pre-intervention period,376 patients were included; of them, 35.6% had received inadequate treatment. The multiple regression analysis showed that the endpoints for inadequate antibiotic use were acute lower respiratory tract infection (OR: 3.80; 95% CI: 1.35-3.26; p=0.04), fever without a source in hospitalized patients (OR: 5.55; 95% CI: 2.43-12.6; p < 0.01), and febrile neutropenia (OR: 0.29; 95% CI: 0.10-0.7; p < 0.01). In the post-intervention period, 357 patients were included; 21.5% had received inadequate treatment. A reduction in inadequate antibiotic prescription was observed compared to the pre-intervention period (p < 0.01). The multiple regression analysis showed that endpoints for inadequate use were skin and soft tissue infections (OR: 0.33; 95% CI: 0.13-0.93; p = 0.035), and febrile neutropenia (OR: 0.48; 95% CI: 0.220.94; p= 0.04)., CONCLUSION: The program was effective and allowed to improve antibiotic prescription practices in hospitalized children.",2014,/,Archivos argentinos de pediatria,112,2,124-31,,https://dx.doi.org/10.5546/aap.2014.eng.124,24584786,#9801,Ruvinsky 2014,"",Not RCT
Antimicrobial stewardship to optimize the use of antimicrobials for surgical prophylaxis in Egypt: A multicenter pilot intervention study.,"Saied, Tamer; Hafez, Soad F; Kandeel, Amr; El-kholy, Amany; Ismail, Ghada; Aboushady, Mariam; Attia, Ehab; Hassaan, Ahmed; Abdel-Atty, Ossama; Elfekky, Elham; Girgis, Samia A; Ismail, Afaf; Abdou, Enjy; Okasha, Omar; Talaat, Maha","OBJECTIVE: To measure the impact of an antimicrobial stewardship (AMS) program on the use of antibiotics for surgical prophylaxis at acute care hospitals in Egypt., METHODS: This was a before-and-after intervention study conducted in 5 tertiary, acute-care surgical hospitals. The baseline, intervention, and follow-up periods were 3, 6, and 3 months, respectively. The impact of the intervention was measured by preintervention and postintervention surveys for surgical patients with clean and clean-contaminated wounds. Information was collected on demographic characteristics and antibiotic use. The intervention focused mainly on educating surgical staff on the optimal timing and duration of antibiotics used for surgical prophylaxis. Only 3 hospitals identified a surgeon to audit antibiotic surgical prescriptions. The primary outcome measures were the percentages of surgical patients receiving optimal timing and duration of surgical prophylaxis., RESULTS: Data were collected for 745 patients before the intervention and for 558 patients after the intervention. The optimal timing of the first dose improved significantly in 3 hospitals, increasing from 6.7% to 38.7% (P < .01), from 2.6% to 15.2% (P < .01), and from 0% to 11% (P < .01). All hospitals showed a significant rise in the optimal duration of surgical prophylaxis, with an overall increase of 3%-28% (P < .01). Days of therapy per 1000 patient-days were decreased significantly in hospitals A, B, C, and D, with no change in hospital E., CONCLUSIONS: An AMS program focusing on education supported by auditing and feedback can have a significant impact on optimizing antibiotic use in surgical prophylaxis practices. Copyright © 2015 Association for Professionals in Infection Control and Epidemiology, Inc. All rights reserved.",2015,/,American journal of infection control,43,11,e67-71,,https://dx.doi.org/10.1016/j.ajic.2015.07.004,26315059,#9842,Saied 2015,"",Possible RCT
Impact of an antimicrobial time-out program on antimicrobial consumption rate in hospitalized patients: a quasi-experimental study on the national antimicrobial stewardship program in Iran : Iranian antimicrobial stewardship program.,"Salehi, Mohammadreza; Arabi, Marzieh; Khalili, Hossein; Panahi, Yunes; Rajabi, Erta; Mohammadnejad, Esmaeil; Yaryari, Amir-Mohammad; Seifi, Arash; Barati, Mitra; Farhadi, Kousha","BACKGROUND: This study evaluated the impact of the national antimicrobial stewardship program (NASP) on the consumption of antimicrobial agents., METHODS: A quasi-experimental study was conducted on hospitalized patients at a referral hospital in Tehran, Iran. We compared the antimicrobial-defined daily dose (DDD) and antimicrobial consumption index (ACI) between the third quarter of 2022 (before the implementation of NASP after the COVID-19 pandemic in October 2022) and the same timeframe in 2023, following the NASP implementation. The NASP was based on antimicrobial time-out assessment. Within 72 h of prescribing meropenem, imipenem, linezolid, vancomycin, voriconazole, caspofungin, and amphotericin B liposomal, infectious disease specialists audited the clinical and microbiological evidence of patients to assess whether it was consistent with the correct prescription., RESULTS: The antimicrobial consumption rate was assessed in 13,794 and 15,030 hospitalized patients during the third quarter of 2022 and the third quarter of 2023, respectively. The mean length of hospital stay and mortality rate showed no significant differences. The consumption of all restricted antimicrobials decreased. This reduction was significant for imipenem, caspofungin, vancomycin, and linezolid. The total cost of antimicrobial agents had a 22.24% reduction after the NASP implementation (P = 0.01)., CONCLUSIONS: The antimicrobial time-out program was associated with a reduction in the use of antimicrobials, including imipenem, linezolid, and vancomycin and antifungals, such as caspofungin without increasing the length of stay and mortality rate. The NASP implementation can be recommended as a beneficial method for reducing the use of broad-spectrum antimicrobials. Copyright © 2025. The Author(s).",2025,/,Journal of pharmaceutical health care and sciences,11,1,41,,https://dx.doi.org/10.1186/s40780-025-00451-4,40390037,#9881,Salehi 2025,"",Not RCT
Transmission of Carbapenem-Resistant Enterobacterales in an Overcrowded Emergency Department: Controlling the Spread to the Hospital.,"Salomao, Matias C; Freire, Maristela P; Lazari, Carolina S; Cury, Ana P; Rossi, Flavia; Segurado, Aluisio A C; Costa, Silvia F; Levin, Anna S; Boszczowski, Icaro","BACKGROUND: Overcrowded emergency departments (EDs) may increase the risk of carbapenem-resistant Enterobacterales (CRE) transmission., METHODS: We conducted a quasi-experimental study divided into 2 phases (baseline and intervention) to investigate the impact of an intervention on the acquisition rate and identify risk factors for CRE colonization in an ED of a tertiary academic hospital in Brazil. In both phases, we did universal screening with rapid molecular test (blaKPC, blaNDM, blaOXA48, blaOXA23, and blaIMP) and culture. At baseline, both screening test results were not reported, and patients were put under contact precautions (CP) based on previous colonization or infection by multidrug-resistant organisms. During the intervention, all patients hospitalized in the ED were placed in empiric CP and the result of CRE screening was reported; if negative, patients were released from CP. Patients were rescreened if they stayed >7 days in the ED or were transferred to an intensive care unit., RESULTS: A total of 845 patients were included: 342 in baseline and 503 in intervention. Colonization at admission was 3.4% by culture and molecular test. Acquisition rates during ED stay dropped from 4.6% (11/241) to 1% (5/416) during intervention (P = .06). The aggregated antimicrobial use in the ED decreased from phase 1 to phase 2 (804 defined daily doses [DDD]/1000 patients to 394 DDD/1000 patients, respectively). Length of stay >2 days in the ED was a risk factor for CRE acquisition (adjusted odds ratio, 4.58 [95% confidence interval, 1.44-14.58]; P = .01)., CONCLUSIONS: Early empiric CP and rapid identification of CRE-colonized patients reduce cross-transmission in ED. Nevertheless, staying >2 days in ED compromised efforts. Copyright © The Author(s) 2023. Published by Oxford University Press on behalf of Infectious Diseases Society of America.",2023,/,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,77,Suppl 1,S46-S52,,https://dx.doi.org/10.1093/cid/ciad263,37406046,#9896,Salomao 2023,"",Possible RCT
Reducing unnecessary antibiotic prescription through implementation of a clinical guideline on self-limiting respiratory tract infections.,"Sanchez, Xavier; Orrico, Maria; Morillo, Toa; Manzano, Andrea; Jimbo, Ruth; Armijos, Luciana","BACKGROUND: Clinical guidelines (CG) are used to reduce variability in practice when the scientific evidence is sparse or when multiple therapies are available. The development and implementation of evidence-based CG is intended to organize and provide the best available evidence to support clinical decision making in order to improve quality of care. Upper respiratory tract infections (URTI) are the leading cause of misuse of antibiotics and a CG may reduce the unnecessary antibiotic prescription., METHODS: The aim of this quasi-experimental, before-after study was to analyze the short- and long-term effects of the implementation of a CG to decrease the rate of antibiotic prescription in URTI cases in the emergency department of a third level private hospital in Quito, Ecuador. The study included 444 patients with a main diagnosis of URTI. They were distributed in three groups: a baseline cohort 2011 (n = 114), a first post-implementation cohort 2011 (n = 114), and a later post-implementation cohort 2018 (n = 216). The implementation strategy consisted of five key steps: acceptance of the need for implementation of the CG, dissemination of the CG, an educational campaign, constant feedback, and sustainability of the strategy through continuous training., RESULTS: The results of this study show a 42.90% of antibiotic prescription rate before the CG implementation. After the implementation of the CG, the prescription rate of antibiotics was significantly reduced by 24.5% (42.9% vs 18.4%, p<0.0001) and the appropriate antibiotic prescription rate was significantly increased by 44.2% (22.4% vs 66.6%, p<0.0001) in the first post-implementation cohort 2011. There was not a significant difference in antibiotic prescription rate and appropriate antibiotic prescription rate between two post-implementation cohorts: 18.4% vs 25.9% (p = 0.125) and 66.6% vs 50% (p = 0.191), respectively., CONCLUSIONS: The implementation of CGs decreases the rate of antibiotic prescription in URTI cases. The results are remarkable after early implementation, but the effect persists over time. The emphasis must shift from guideline development to strategy implementation.",2021,/,PloS one,16,4,e0249475,,https://dx.doi.org/10.1371/journal.pone.0249475,33793627,#9912,Sanchez 2021,"",Possible RCT
Antimicrobial Stewardship and Its Impact on the Changing Epidemiology of Polymyxin Use in a South Indian Healthcare Setting.,"Sathyapalan, Dipu T; James, Jini; Sudhir, Sangita; Nampoothiri, Vrinda; Bhaskaran, Praveena N; Shashindran, Nandita; Thomas, Jisha; Prasanna, Preetha; Mohamed, Zubair Umer; Edathadathil, Fabia; Singh, Sanjeev; Moni, Merlin","Polymyxins being last resort drugs to treat infections triggered by multidrug-resistant pathogens necessitates the implementation of antimicrobial stewardship program (ASP) initiatives to support its rational prescription across healthcare settings. Our study aims to describe the change in the epidemiology of polymyxins and patient outcomes following the implementation of ASP at our institution. The antimicrobial stewardship program initiated in February 2016 at our 1300 bed tertiary care center involved post-prescriptive audits tracking polymyxin consumption and evaluating prescription appropriateness in terms of the right indication, right frequency, right drug, right duration of therapy and administration of the right loading dose (LD) and maintenance dose (MD). Among the 2442 polymyxin prescriptions tracked over the entire study period ranging from February 2016 to January 2020, the number of prescriptions dropped from 772 prescriptions in the pre-implementation period to an average of 417 per year during the post-implementation period, recording a 45% reduction. The quarterly patient survival rates had a significant positive correlation with the quarterly prescription appropriateness rates (r = 0.4774, p = 0.02), right loading dose (r = 0.5228, p = 0.015) and right duration (r = 0.4361, p = 0.04). Our study on the epidemiology of polymyxin use demonstrated favorable effects on the appropriateness of prescriptions and mortality benefits after successful implementation of antimicrobial stewardship in a real-world setting.",2021,/,"Antibiotics (Basel, Switzerland)",10,5,,,https://dx.doi.org/10.3390/antibiotics10050470,33918994,#9948,Sathyapalan 2021,"",Not RCT
Pharmacist-led antimicrobial stewardship program in the treatment of Staphylococcus aureus bacteraemia in paediatric patients: a multivariate analysis.,"Schenidt Bispo da Silva, Stella Caroline; Fachi, Mariana Millan; Ricieri, Marinei Campos; de Araujo Motta, Fabio","Background: Care bundles are a recognised strategy to improve treatment. When managed through an Antimicrobial Stewardship Program (ASP) based on the pharmacist-led program model, care bundles can be an effective tool to guide decision making in clinical practice and to improve patient outcomes. This study aimed to evaluate the results of a pharmacist-led ASP which included a care bundle based on clinical outcomes of Staphylococcus aureus bacteraemia (SAB) in a paediatric hospital., Methods: A retrospective cohort study with multivariate analysis was conducted in a paediatric hospital in Brazil. The study comprised 120 paediatric patients with a positive blood culture for S. aureus with occurred between 2014 and 2021 and clinical and laboratory results consistent with infection. The study was classified into two periods: pre-intervention (n=44) and intervention (n=76). A pharmacist-led ASP program with a care bundle was established during the intervention period 2017-2021. The primary outcome assessed was the impact on clinical outcomes, including infection-related mortality and 90-day reinfection rate, both being considered therapeutic failure., Results: The multivariate analysis demonstrated that the following variables had an impact on primary outcome: infant patients [Odds ratio (OR) 12.998, P=0.044]; use of more than three antimicrobial treatment regimens [OR 0.006, P=0.017]; intervention period [OR 0.060, P=0.034]; bundle item 1 - follow-up blood culture [OR 18.953, P=0.049]; bundle item 2 - early source control [OR 0.002, P=0.018]; bundle item 4 - de-escalation to oxacillin for methicillin-sensitive S. aureus [OR 0.041, P=0.046]., Conclusions: The pharmacist-led ASP model showed an increase in adherence to the care bundle between the two study periods, with reduced probability of a negative outcome. Furthermore, risk factors for S. aureus bacteraemia were identified that may inform management and contribute to better patient outcomes in the paediatric population. Copyright © 2024 The Authors.",2024,/,Infection prevention in practice,6,4,100419,,https://dx.doi.org/10.1016/j.infpip.2024.100419,39691838,#9971,SchenidtBispodaSilva 2024,"",Possible RCT
"Implementing an Antimicrobial Stewardship Program in an Oncology Center in Lima, Peru: A Model for Low- and Middle-Income Countries.","Seas, Carlos; Legua, Pedro; Delfin, Brian; Villavicencio, Karol; Palomino, Angie; Montenegro, Paola; Aguilar, Ivan; La Rosa, Yenka; Robles, Maribel; Young, Frank","Our center launched the first antimicrobial stewardship program in Peru. From 2016 to 2023, the proportion of antimicrobial prescriptions audited increased from 60% to 95%, and 65% to 95% of recommendations were accepted. Vancomycin and meropenem use dropped by 95% and 84%, respectively. The proportion of recommendations for surgical prophylaxis exceeded 90%. Copyright © The Author(s) 2024. Published by Oxford University Press on behalf of Infectious Diseases Society of America.",2024,/,Open forum infectious diseases,11,8,ofae402,,https://dx.doi.org/10.1093/ofid/ofae402,39091641,#9986,Seas 2024,"",Not RCT
The impact of antimicrobial stewardship interventions on surgical antibiotic prophylaxis guidelines compliance in a teaching hospital in Ghana.,"Sefah, Israel Abebrese; Chetty, Sarentha; Yamoah, Peter; Bangalee, Varsha","BACKGROUND: Inappropriate use of surgical antibiotic prophylaxis (SAP) to prevent surgical site infections (SSIs) is noted to be a major contributor of antimicrobial resistance (AMR) globally, including Ghana. This study sought to assess the impact of antimicrobial stewardship (AMS) interventions on SAP guideline compliance and other surgical outcomes including SSI and length of hospital stay., METHOD: This was a nine-month quasi-experimental (before- and after-intervention) study. Four months' medical records of 150 obstetric and gynecological surgery patients were collected both before (baseline) and after the implementation of AMS interventions in a teaching hospital in Ghana. The interventions included education on the hospital SAP guidelines and feedback of the baseline survey results to the surgical team. An adapted data collection sheet was used to collect medical records of the included patients. A descriptive analysis was performed, a Pearson's chi-square test and a two-sample Wilcoxon (Mann-Whitney U) rank-sum test were used to assess the impact of the interventions., RESULTS: Most (n = 220/300, 73.33%) of the patients were between the ages of 24-44 years, and the commonest surgery was an emergency caesarean section (n = 92/300, 30.67%). After the AMS interventions, there was a significant improvement in guideline compliance due to appropriate antibiotic choice (p = 0.001). duration (p < 0.001), and the volume of consumption of SAP (p < 0.001). There were no significant changes in the timing of administration (p = 0.636), SSI rate (p = 0.054), and the length of hospital stay (p = 0.161)., CONCLUSION: Our study showed positive impact of the two AMS interventions on SAP guideline compliance based on the choice and duration of prescription, and reduction of the volume of antibiotic utilization, but not on the timing of administration. This did not worsen the SSI rate and patient length of stay. Hospitals in Ghana and beyond are encouraged to optimize SAP use and prevent rising AMR rates by implementing appropriate educational programmes and dissemination of audit findings. Copyright: © 2025 Sefah et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",2025,/,PloS one,20,8,e0329541,,https://dx.doi.org/10.1371/journal.pone.0329541,40758736,#9992,Sefah 2025,"",Not RCT
Impact of Antibiotic Stewardship on the Management of Pelvic Inflammatory Disease: A Multicenter Gynecological and Public Health Perspective in Pakistan.,"Shabbir Rajput, Hafiz Ali; Suffyan, Muhammad; Jabeen, Sehrish; Noureen, Maryam; Shaheen, Riffat; Noor, Sana; Imran, Sania","BACKGROUND: Pelvic inflammatory disease (PID) is a significant gynecological and public health concern, frequently exacerbated by inappropriate antibiotic use and rising antimicrobial resistance., OBJECTIVE: This study aimed to evaluate the impact of an Antibiotic Stewardship Program (ASP) on individual clinical outcomes (recovery, recurrence, and treatment adherence) and broader public health indicators (antibiotic resistance trends, hospital admissions, and referrals) in the management of PID across multiple tertiary healthcare centers., MATERIALS AND METHODS: This descriptive observational study was conducted at the Departments of Gynecology of the Pakistan Institute of Medical Sciences (PIMS), Islamabad; Shalamar Hospital, Lahore; City Hospital, Multan; Lady Reading Hospital (LRH), Peshawar; and Hayatabad Medical Complex (HMC), Peshawar, from August 2022 to July 2024. A total of 390 women aged 15-45 diagnosed with PID were enrolled - 190 prior to and 200 following the implementation of an ASP. Statistical analysis was performed using IBM SPSS Statistics for Windows version 26, employing descriptive statistics, Chi-square tests for categorical variables, and independent t-tests for continuous variables. A p-value of <0.05 was considered statistically significant., RESULTS: Following the intervention, treatment adherence significantly improved from 108 patients (56.84%) to 169 patients (84.50%) (p < 0.001). The number of patients experiencing symptom recurrence declined from 23 patients (12.11%) to nine patients (4.50%) (p = 0.014), while complete clinical recovery increased from 119 patients (62.63%) to 158 patients (79.00%) (p = 0.002). In addition, hospital admissions due to PID decreased from 73 patients (38.42%) to 49 patients (24.50%) (p = 0.006), and the average treatment duration was reduced from 11.6 days to 9.2 days (p < 0.001). Referrals related to antibiotic resistance also fell from 26 patients (13.68%) to 11 patients (5.50%) (p = 0.009). Although complications declined, the change was not statistically significant (p = 0.318)., CONCLUSION: Implementation of antibiotic stewardship across multiple tertiary care centers significantly improved clinical outcomes, enhanced treatment adherence, and contributed to a reduction in recurrence and resistance-associated referrals in PID management, supporting the value of coordinated antimicrobial policies from both gynecological and public health perspectives. Copyright © 2025, Shabbir Rajput et al.",2025,/,Cureus,17,7,e88739,,https://dx.doi.org/10.7759/cureus.88739,40861623,#10036,ShabbirRajput 2025,"",Not RCT
